0.00002995,0.00134788,0.00268565,0.68463355,0.76213289
0.00000226,0.00029953,0.00210236,0,0
0.00002582,0.00135047,0.00277231,0.59552066,0.90325572
0.00000363,0.00064812,0.00028239,0.99469516,0.52811225
0.00000157,0.00035117,0.00005064,0,0
0.00044001,0.00093216,0.00220558,0,0
0.00009030,0.00451618,0.01263170,0,0
0.00000157,0.00022981,0.00000390,0.53853356,0.91400802
0.00009305,0.00124460,0.00121623,0.78895002,0.52729641
0.00003785,0.00296689,0.01459968,0,0
0.00000758,0.00080821,0.00680760,0.62188086,0.77508754
0.00001498,0.00124201,0.00126590,0.78927813,0.52731231
0.00000508,0.00149765,0.00008374,0.54134258,0.91295487
0.00003164,0.00043380,0.00196311,0,0
0.00000420,0.00113098,0.00097571,0.87442421,0.84572378
0.00009656,0.00127558,0.08692621,0.59628668,0.90315070
0.00010039,0.00022723,0.00230977,0.83477322,0.96007064
0.00000815,0.00051385,0.00076441,0,0
0.00000645,0.00046737,0.00117728,0.70515941,0.87559722
0.00019463,0.00095540,0.01694354,0.62188086,0.77508754
0.00014212,0.01141053,0.05620289,0.71172731,0.57098163
0.00039364,0.00144084,0.00640057,0.88411160,0.99738945
0.00003553,0.00097605,0.00644049,0.93780205,0.79413827
0.00001090,0.00135047,0.00075759,0.80708711,0.82239113
0.00001166,0.00159835,0.00083939,0.68463355,0.76213289
0.00001134,0.00123685,0.00244221,0.70515941,0.87559722
0.00001134,0.00397393,0.00177031,0.83477322,0.96007064
0.00000163,0.00009296,0.00009446,0.70515941,0.87559722
0.00000244,0.00013169,0.00385125,0.62188086,0.77508754
0.00000777,0.00112840,0.00478119,0.78927813,0.52731231
0.00491216,0.00052159,0.04632014,0.83477322,0.96007064
0.00000551,0.00066103,0.00830915,0.59628668,0.90315070
0.00052780,0.00173004,0.00253082,0.70302656,0.56883125
0.00000345,0.00018075,0.00044599,0.59628668,0.90315070
0.00000326,0.00020141,0.00020157,0.54200994,0.91353237
0.00000827,0.00050610,0.00025513,0.78927813,0.52731231
0.00001147,0.00054483,0.00243831,0.70596990,0.56912974
0.00023950,0.00515397,0.03393674,0.88448269,0.88788911
0.00000081,0.00009296,0.00066216,0.87442421,0.84572378
0.00002049,0.00086760,0.00199525,0.61885725,0.77348996
0.00000157,0.00042864,0.00003019,0.88411160,0.99738945
0.00002713,0.00250469,0.00882330,0.99469516,0.52811225
0.00011072,0.00120328,0.00295733,0.78927813,0.52731231
0.00000482,0.00047253,0.00075467,0.83941070,0.96059218
0.00016411,0.00096572,0.00161256,0.53870246,0.91364475
0.00001053,0.00183591,0.00223674,0.99469516,0.52811225
0.00001172,0.00031244,0.00057160,0.93982190,0.79431373
0.00001523,0.00160610,0.00178491,0.99487500,0.52812569
0.00000307,0.00027887,0.00068358,0.87442421,0.84572378
0.00001021,0.00116197,0.00005745,0.68463355,0.76213289
0.00005326,0.00093474,0.00182387,0.78927813,0.52731231
0.00003020,0.00254858,0.02512123,0.71266380,0.57270506
0.00010935,0.00578402,0.01424523,0.79318994,0.52798898
0.00001040,0.00047253,0.00047617,0.62188086,0.77508754
0.00000696,0.00039249,0.00032134,0.78927813,0.52731231
0.00000326,0.00059389,0.00004285,0.53853356,0.91400802
0.00003710,0.00497839,0.00261359,0.70515941,0.87559722
0.00000351,0.00008005,0.00137009,0.99487500,0.52812569
0.00000163,0.00007488,0.00036029,0.99469516,0.52811225
0.00001140,0.00143051,0.00070306,0.87442421,0.84572378
0.00000395,0.00027113,0.00009056,0.87442421,0.84572378
0.00003891,0.00060939,0.00391259,0.78927813,0.52731231
0.00001015,0.00275516,0.00582702,0.94099377,0.79341418
0.00000282,0.00079788,0.00160185,0.88284145,0.99818107
0.00000244,0.00063779,0.00105069,0.83477322,0.96007064
0.00001391,0.00143309,0.00220071,0.62188086,0.77508754
0.00003885,0.00440257,0.00146747,0.87442421,0.84572378
0.00003797,0.00132981,0.02163904,0.79138668,0.52859348
0.00000201,0.00136079,0.00004382,0.80708711,0.82239113
0.00000721,0.00090117,0.00330691,0.93982190,0.79431373
0.00000576,0.00022206,0.00346856,0.62188086,0.77508754
0.00000583,0.00025047,0.00014607,0,0
0.00003584,0.00050610,0.00093968,0.80708711,0.82239113
0.00004750,0.00673167,0.00305958,0.70515941,0.87559722
0.00001410,0.00154413,0.00272557,0.53853356,0.91400802
0.00001166,0.00093216,0.00047422,0.99469516,0.52811225
0.00005113,0.00151314,0.00264767,0.78927813,0.52731231
0.00001184,0.00029437,0.02144234,0.62188086,0.77508754
0.00007588,0.00301595,0.00335950,0.68463355,0.76213289
0.00030184,0.00882063,0.00920794,0.94175441,0.79255589
0.00002488,0.00244788,0.01876351,0.59552066,0.90325572
0.00000013,0.00008779,0.00017430,0.78927813,0.52731231
0.00000019,0.00007230,0.00048396,0.83031899,0.68697626
0.00036576,0.00274999,0.10178102,0.87408059,0.84497318
0.00008729,0.00122136,0.03568368,0.53853356,0.91400802
0.00002506,0.00012911,0.00403821,0.83899846,0.95954150
0.00007557,0.01033635,0.00337508,0.70515941,0.87559722
0.00018843,0.01079339,0.04604164,0.62188086,0.77508754
0.00013291,0.00096056,0.02144234,0.88504683,0.99765450
0.00007137,0.00050352,0.09292558,0.99469516,0.52811225
0.00001629,0.00125493,0.00935887,0.59628668,0.90315070
0.00002532,0.00195727,0.00769276,0.99469516,0.52811225
0.00167546,0.05522705,0.07904065,0.62188086,0.77508754
0.00000056,0.00010070,0.00019475,0.62188086,0.77508754
0.00015171,0.00338520,0.02784486,0.88411160,0.99738945
0.00028424,0.01110583,0.01141644,0,0
0.00000044,0.00013169,0.00167585,0.70744608,0.87603478
0.00002933,0.00199342,0.00401484,0.83941070,0.96059218
0.00000025,0.00032019,0.00015483,0.87442421,0.84572378
0.00001993,0.00039765,0.01552671,0.88411160,0.99738945
0.00025623,0.00057324,0.05703254,0.53853356,0.91400802
0.00004869,0.00165516,0.02009076,0.99624361,0.52930428
0.00000476,0.00044155,0.00155900,0.78927813,0.52731231
