long1,long2,lat1,lat2
-96.76175400000001,-75.16379,32.819859,39.952329999999996
-96.76175400000001,-87.65005,32.819859,41.85003
-96.76175400000001,-87.65005,32.819859,41.85003
-96.76175400000001,-80.13005,32.819859,25.79065
-96.76175400000001,-71.05977,32.819859,42.35843
-96.76175400000001,-71.05977,32.819859,42.35843
-96.76175400000001,-71.05977,32.819859,42.35843
-96.76175400000001,-83.04575,32.819859,42.33143
-96.76175400000001,-75.03073,32.819859,39.93484
-96.76175400000001,-71.05977,32.819859,42.35843
-96.76175400000001,-75.16379,32.819859,39.952329999999996
-96.76175400000001,-87.65005,32.819859,41.85003
-96.76175400000001,-84.38798,32.819859,33.749
-96.76175400000001,-71.20459100000001,32.819859,42.505534999999995
-96.76175400000001,-80.23227,32.819859,25.98731
-96.76175400000001,-87.732013,32.819859,41.833584
-96.76175400000001,-83.04575,32.819859,42.33143
-96.76175400000001,-83.01654,32.819859,42.30008
-96.76175400000001,-84.54993,32.819859,33.9526
-96.76175400000001,-122.33207,32.819859,47.60621
-96.76175400000001,-90.19789,32.819859,38.62727
-96.76175400000001,-71.0995,32.819859,42.3876
-96.76175400000001,-83.04575,32.819859,42.33143
-96.76175400000001,-122.2708,32.819859,37.80437
-96.76175400000001,-80.19366,32.819859,25.77427
-122.41942,-122.41942,37.77493,37.77493
-122.41942,-84.43310600000001,37.77493,33.767194
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-93.26384,37.77493,44.97997
-122.41942,-87.732013,37.77493,41.833584
-122.41942,-84.38798,37.77493,33.749
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-84.38798,37.77493,33.749
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-122.33207,37.77493,47.60621
-122.41942,-93.26384,37.77493,44.97997
-122.41942,-96.76175400000001,37.77493,32.819859
-122.41942,-122.27275,37.77493,37.871590000000005
-122.41942,-80.19366,37.77493,25.77427
-122.41942,-80.19366,37.77493,25.77427
-122.41942,-122.28525,37.77493,37.83132
-122.41942,-104.9847,37.77493,39.73915
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-122.2708,37.77493,37.80437
-122.41942,-75.08462,37.77493,39.90095
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-115.13722,37.77493,36.17497
-122.41942,-71.10561,37.77493,42.3751
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-81.37924,37.77493,28.53834
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.117998,37.77493,40.004865
-122.41942,-93.04028100000001,37.77493,44.883849
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-122.2708,37.77493,37.80437
-122.41942,-75.152119,37.77493,40.10233
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-122.630909,37.77493,45.536402
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-80.13005,37.77493,25.79065
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-75.03073,37.77493,39.93484
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-84.38798,37.77493,33.749
-122.41942,-71.20459100000001,37.77493,42.505534999999995
-122.41942,-80.23227,37.77493,25.98731
-122.41942,-87.732013,37.77493,41.833584
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-83.01654,37.77493,42.30008
-122.41942,-84.54993,37.77493,33.9526
-122.41942,-122.33207,37.77493,47.60621
-122.41942,-90.19789,37.77493,38.62727
-122.41942,-71.0995,37.77493,42.3876
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-122.2708,37.77493,37.80437
-122.41942,-80.19366,37.77493,25.77427
-71.088713,-122.41942,42.31367,37.77493
-71.088713,-84.43310600000001,42.31367,33.767194
-71.088713,-71.05977,42.31367,42.35843
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-93.26384,42.31367,44.97997
-71.088713,-87.732013,42.31367,41.833584
-71.088713,-84.38798,42.31367,33.749
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-75.16379,42.31367,39.952329999999996
-71.088713,-84.38798,42.31367,33.749
-71.088713,-75.16379,42.31367,39.952329999999996
-71.088713,-122.33207,42.31367,47.60621
-71.088713,-93.26384,42.31367,44.97997
-71.088713,-96.76175400000001,42.31367,32.819859
-71.088713,-122.27275,42.31367,37.871590000000005
-71.088713,-80.19366,42.31367,25.77427
-71.088713,-80.19366,42.31367,25.77427
-71.088713,-122.28525,42.31367,37.83132
-71.088713,-104.9847,42.31367,39.73915
-71.088713,-71.05977,42.31367,42.35843
-71.088713,-95.36327,42.31367,29.763279999999998
-71.088713,-122.2708,42.31367,37.80437
-71.088713,-75.08462,42.31367,39.90095
-71.088713,-75.16379,42.31367,39.952329999999996
-71.088713,-115.13722,42.31367,36.17497
-71.088713,-71.10561,42.31367,42.3751
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-95.36327,42.31367,29.763279999999998
-71.088713,-81.37924,42.31367,28.53834
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-75.117998,42.31367,40.004865
-71.088713,-93.04028100000001,42.31367,44.883849
-71.088713,-83.04575,42.31367,42.33143
-71.088713,-122.2708,42.31367,37.80437
-71.088713,-75.152119,42.31367,40.10233
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-95.36327,42.31367,29.763279999999998
-71.088713,-122.630909,42.31367,45.536402
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-75.16379,42.31367,39.952329999999996
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-80.13005,42.31367,25.79065
-71.088713,-71.05977,42.31367,42.35843
-71.088713,-71.05977,42.31367,42.35843
-71.088713,-71.05977,42.31367,42.35843
-71.088713,-83.04575,42.31367,42.33143
-71.088713,-75.03073,42.31367,39.93484
-71.088713,-71.05977,42.31367,42.35843
-71.088713,-75.16379,42.31367,39.952329999999996
-71.088713,-87.65005,42.31367,41.85003
-71.088713,-84.38798,42.31367,33.749
-71.088713,-71.20459100000001,42.31367,42.505534999999995
-71.088713,-80.23227,42.31367,25.98731
-71.088713,-87.732013,42.31367,41.833584
-71.088713,-83.04575,42.31367,42.33143
-71.088713,-83.01654,42.31367,42.30008
-71.088713,-84.54993,42.31367,33.9526
-71.088713,-122.33207,42.31367,47.60621
-71.088713,-90.19789,42.31367,38.62727
-71.088713,-71.0995,42.31367,42.3876
-71.088713,-83.04575,42.31367,42.33143
-71.088713,-122.2708,42.31367,37.80437
-71.088713,-80.19366,42.31367,25.77427
-75.16379,-122.41942,39.952329999999996,37.77493
-75.16379,-84.43310600000001,39.952329999999996,33.767194
-75.16379,-71.05977,39.952329999999996,42.35843
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-93.26384,39.952329999999996,44.97997
-75.16379,-87.732013,39.952329999999996,41.833584
-75.16379,-84.38798,39.952329999999996,33.749
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-75.16379,39.952329999999996,39.952329999999996
-75.16379,-84.38798,39.952329999999996,33.749
-75.16379,-75.16379,39.952329999999996,39.952329999999996
-75.16379,-122.33207,39.952329999999996,47.60621
-75.16379,-93.26384,39.952329999999996,44.97997
-75.16379,-96.76175400000001,39.952329999999996,32.819859
-75.16379,-122.27275,39.952329999999996,37.871590000000005
-75.16379,-80.19366,39.952329999999996,25.77427
-75.16379,-80.19366,39.952329999999996,25.77427
-75.16379,-122.28525,39.952329999999996,37.83132
-75.16379,-104.9847,39.952329999999996,39.73915
-75.16379,-71.05977,39.952329999999996,42.35843
-75.16379,-95.36327,39.952329999999996,29.763279999999998
-75.16379,-122.2708,39.952329999999996,37.80437
-75.16379,-75.08462,39.952329999999996,39.90095
-75.16379,-75.16379,39.952329999999996,39.952329999999996
-75.16379,-115.13722,39.952329999999996,36.17497
-75.16379,-71.10561,39.952329999999996,42.3751
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-95.36327,39.952329999999996,29.763279999999998
-75.16379,-81.37924,39.952329999999996,28.53834
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-75.117998,39.952329999999996,40.004865
-75.16379,-93.04028100000001,39.952329999999996,44.883849
-75.16379,-83.04575,39.952329999999996,42.33143
-75.16379,-122.2708,39.952329999999996,37.80437
-75.16379,-75.152119,39.952329999999996,40.10233
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-95.36327,39.952329999999996,29.763279999999998
-75.16379,-122.630909,39.952329999999996,45.536402
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-75.16379,39.952329999999996,39.952329999999996
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-80.13005,39.952329999999996,25.79065
-75.16379,-71.05977,39.952329999999996,42.35843
-75.16379,-71.05977,39.952329999999996,42.35843
-75.16379,-71.05977,39.952329999999996,42.35843
-75.16379,-83.04575,39.952329999999996,42.33143
-75.16379,-75.03073,39.952329999999996,39.93484
-75.16379,-71.05977,39.952329999999996,42.35843
-75.16379,-75.16379,39.952329999999996,39.952329999999996
-75.16379,-87.65005,39.952329999999996,41.85003
-75.16379,-84.38798,39.952329999999996,33.749
-75.16379,-71.20459100000001,39.952329999999996,42.505534999999995
-75.16379,-80.23227,39.952329999999996,25.98731
-75.16379,-87.732013,39.952329999999996,41.833584
-75.16379,-83.04575,39.952329999999996,42.33143
-75.16379,-83.01654,39.952329999999996,42.30008
-75.16379,-84.54993,39.952329999999996,33.9526
-75.16379,-122.33207,39.952329999999996,47.60621
-75.16379,-90.19789,39.952329999999996,38.62727
-75.16379,-71.0995,39.952329999999996,42.3876
-75.16379,-83.04575,39.952329999999996,42.33143
-75.16379,-122.2708,39.952329999999996,37.80437
-75.16379,-80.19366,39.952329999999996,25.77427
-87.65005,-122.41942,41.85003,37.77493
-87.65005,-84.43310600000001,41.85003,33.767194
-87.65005,-71.05977,41.85003,42.35843
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-93.26384,41.85003,44.97997
-87.65005,-87.732013,41.85003,41.833584
-87.65005,-84.38798,41.85003,33.749
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-75.16379,41.85003,39.952329999999996
-87.65005,-84.38798,41.85003,33.749
-87.65005,-75.16379,41.85003,39.952329999999996
-87.65005,-122.33207,41.85003,47.60621
-87.65005,-93.26384,41.85003,44.97997
-87.65005,-96.76175400000001,41.85003,32.819859
-87.65005,-122.27275,41.85003,37.871590000000005
-87.65005,-80.19366,41.85003,25.77427
-87.65005,-80.19366,41.85003,25.77427
-87.65005,-122.28525,41.85003,37.83132
-87.65005,-104.9847,41.85003,39.73915
-87.65005,-71.05977,41.85003,42.35843
-87.65005,-95.36327,41.85003,29.763279999999998
-87.65005,-122.2708,41.85003,37.80437
-87.65005,-75.08462,41.85003,39.90095
-87.65005,-75.16379,41.85003,39.952329999999996
-87.65005,-115.13722,41.85003,36.17497
-87.65005,-71.10561,41.85003,42.3751
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-95.36327,41.85003,29.763279999999998
-87.65005,-81.37924,41.85003,28.53834
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-75.117998,41.85003,40.004865
-87.65005,-93.04028100000001,41.85003,44.883849
-87.65005,-83.04575,41.85003,42.33143
-87.65005,-122.2708,41.85003,37.80437
-87.65005,-75.152119,41.85003,40.10233
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-95.36327,41.85003,29.763279999999998
-87.65005,-122.630909,41.85003,45.536402
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-75.16379,41.85003,39.952329999999996
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-80.13005,41.85003,25.79065
-87.65005,-71.05977,41.85003,42.35843
-87.65005,-71.05977,41.85003,42.35843
-87.65005,-71.05977,41.85003,42.35843
-87.65005,-83.04575,41.85003,42.33143
-87.65005,-75.03073,41.85003,39.93484
-87.65005,-71.05977,41.85003,42.35843
-87.65005,-75.16379,41.85003,39.952329999999996
-87.65005,-87.65005,41.85003,41.85003
-87.65005,-84.38798,41.85003,33.749
-87.65005,-71.20459100000001,41.85003,42.505534999999995
-87.65005,-80.23227,41.85003,25.98731
-87.65005,-87.732013,41.85003,41.833584
-87.65005,-83.04575,41.85003,42.33143
-87.65005,-83.01654,41.85003,42.30008
-87.65005,-84.54993,41.85003,33.9526
-87.65005,-122.33207,41.85003,47.60621
-87.65005,-90.19789,41.85003,38.62727
-87.65005,-71.0995,41.85003,42.3876
-87.65005,-83.04575,41.85003,42.33143
-87.65005,-122.2708,41.85003,37.80437
-87.65005,-80.19366,41.85003,25.77427
-122.67621000000001,-122.41942,45.52345,37.77493
-122.67621000000001,-84.43310600000001,45.52345,33.767194
-122.67621000000001,-71.05977,45.52345,42.35843
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-93.26384,45.52345,44.97997
-122.67621000000001,-80.19366,45.52345,25.77427
-122.67621000000001,-87.732013,45.52345,41.833584
-122.67621000000001,-84.38798,45.52345,33.749
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-75.16379,45.52345,39.952329999999996
-122.67621000000001,-84.38798,45.52345,33.749
-122.67621000000001,-75.16379,45.52345,39.952329999999996
-122.67621000000001,-122.33207,45.52345,47.60621
-122.67621000000001,-115.13722,45.52345,36.17497
-122.67621000000001,-93.26384,45.52345,44.97997
-122.67621000000001,-96.76175400000001,45.52345,32.819859
-122.67621000000001,-122.27275,45.52345,37.871590000000005
-122.67621000000001,-80.19366,45.52345,25.77427
-122.67621000000001,-93.262047,45.52345,44.970611
-122.67621000000001,-80.19366,45.52345,25.77427
-122.67621000000001,-122.28525,45.52345,37.83132
-122.67621000000001,-104.9847,45.52345,39.73915
-122.67621000000001,-71.05977,45.52345,42.35843
-122.67621000000001,-95.36327,45.52345,29.763279999999998
-122.67621000000001,-122.2708,45.52345,37.80437
-122.67621000000001,-84.38798,45.52345,33.749
-122.67621000000001,-75.08462,45.52345,39.90095
-122.67621000000001,-122.330602,45.52345,47.614816999999995
-122.67621000000001,-75.16379,45.52345,39.952329999999996
-122.67621000000001,-115.13722,45.52345,36.17497
-122.67621000000001,-71.10561,45.52345,42.3751
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-71.05977,45.52345,42.35843
-122.67621000000001,-95.36327,45.52345,29.763279999999998
-122.67621000000001,-81.37924,45.52345,28.53834
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-75.117998,45.52345,40.004865
-122.67621000000001,-93.04028100000001,45.52345,44.883849
-122.67621000000001,-83.04575,45.52345,42.33143
-122.67621000000001,-122.2708,45.52345,37.80437
-122.67621000000001,-122.27275,45.52345,37.871590000000005
-122.67621000000001,-71.088713,45.52345,42.31367
-122.67621000000001,-75.152119,45.52345,40.10233
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-95.36327,45.52345,29.763279999999998
-122.67621000000001,-122.630909,45.52345,45.536402
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-75.16379,45.52345,39.952329999999996
-122.67621000000001,-75.16379,45.52345,39.952329999999996
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-80.13005,45.52345,25.79065
-122.67621000000001,-71.05977,45.52345,42.35843
-122.67621000000001,-71.05977,45.52345,42.35843
-122.67621000000001,-71.05977,45.52345,42.35843
-122.67621000000001,-83.04575,45.52345,42.33143
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-81.37924,45.52345,28.53834
-122.67621000000001,-75.03073,45.52345,39.93484
-122.67621000000001,-71.05977,45.52345,42.35843
-122.67621000000001,-75.16379,45.52345,39.952329999999996
-122.67621000000001,-87.65005,45.52345,41.85003
-122.67621000000001,-84.38798,45.52345,33.749
-122.67621000000001,-71.20459100000001,45.52345,42.505534999999995
-122.67621000000001,-80.23227,45.52345,25.98731
-122.67621000000001,-87.732013,45.52345,41.833584
-122.67621000000001,-83.04575,45.52345,42.33143
-122.67621000000001,-83.01654,45.52345,42.30008
-122.67621000000001,-84.54993,45.52345,33.9526
-122.67621000000001,-122.33207,45.52345,47.60621
-122.67621000000001,-71.05977,45.52345,42.35843
-122.67621000000001,-90.19789,45.52345,38.62727
-122.67621000000001,-71.0995,45.52345,42.3876
-122.67621000000001,-83.04575,45.52345,42.33143
-122.67621000000001,-122.2708,45.52345,37.80437
-122.67621000000001,-80.19366,45.52345,25.77427
-84.43310600000001,-122.41942,33.767194,37.77493
-84.43310600000001,-84.43310600000001,33.767194,33.767194
-84.43310600000001,-71.05977,33.767194,42.35843
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-93.26384,33.767194,44.97997
-84.43310600000001,-87.732013,33.767194,41.833584
-84.43310600000001,-84.38798,33.767194,33.749
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-75.16379,33.767194,39.952329999999996
-84.43310600000001,-84.38798,33.767194,33.749
-84.43310600000001,-75.16379,33.767194,39.952329999999996
-84.43310600000001,-122.33207,33.767194,47.60621
-84.43310600000001,-93.26384,33.767194,44.97997
-84.43310600000001,-96.76175400000001,33.767194,32.819859
-84.43310600000001,-122.27275,33.767194,37.871590000000005
-84.43310600000001,-80.19366,33.767194,25.77427
-84.43310600000001,-80.19366,33.767194,25.77427
-84.43310600000001,-122.28525,33.767194,37.83132
-84.43310600000001,-104.9847,33.767194,39.73915
-84.43310600000001,-71.05977,33.767194,42.35843
-84.43310600000001,-95.36327,33.767194,29.763279999999998
-84.43310600000001,-122.2708,33.767194,37.80437
-84.43310600000001,-75.08462,33.767194,39.90095
-84.43310600000001,-75.16379,33.767194,39.952329999999996
-84.43310600000001,-115.13722,33.767194,36.17497
-84.43310600000001,-71.10561,33.767194,42.3751
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-95.36327,33.767194,29.763279999999998
-84.43310600000001,-81.37924,33.767194,28.53834
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-75.117998,33.767194,40.004865
-84.43310600000001,-93.04028100000001,33.767194,44.883849
-84.43310600000001,-83.04575,33.767194,42.33143
-84.43310600000001,-122.2708,33.767194,37.80437
-84.43310600000001,-75.152119,33.767194,40.10233
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-95.36327,33.767194,29.763279999999998
-84.43310600000001,-122.630909,33.767194,45.536402
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-75.16379,33.767194,39.952329999999996
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-80.13005,33.767194,25.79065
-84.43310600000001,-71.05977,33.767194,42.35843
-84.43310600000001,-71.05977,33.767194,42.35843
-84.43310600000001,-71.05977,33.767194,42.35843
-84.43310600000001,-83.04575,33.767194,42.33143
-84.43310600000001,-75.03073,33.767194,39.93484
-84.43310600000001,-71.05977,33.767194,42.35843
-84.43310600000001,-75.16379,33.767194,39.952329999999996
-84.43310600000001,-87.65005,33.767194,41.85003
-84.43310600000001,-84.38798,33.767194,33.749
-84.43310600000001,-71.20459100000001,33.767194,42.505534999999995
-84.43310600000001,-80.23227,33.767194,25.98731
-84.43310600000001,-87.732013,33.767194,41.833584
-84.43310600000001,-83.04575,33.767194,42.33143
-84.43310600000001,-83.01654,33.767194,42.30008
-84.43310600000001,-84.54993,33.767194,33.9526
-84.43310600000001,-122.33207,33.767194,47.60621
-84.43310600000001,-90.19789,33.767194,38.62727
-84.43310600000001,-71.0995,33.767194,42.3876
-84.43310600000001,-83.04575,33.767194,42.33143
-84.43310600000001,-122.2708,33.767194,37.80437
-84.43310600000001,-80.19366,33.767194,25.77427
-122.41942,-122.41942,37.77493,37.77493
-122.41942,-84.43310600000001,37.77493,33.767194
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-93.26384,37.77493,44.97997
-122.41942,-87.732013,37.77493,41.833584
-122.41942,-84.38798,37.77493,33.749
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-84.38798,37.77493,33.749
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-122.33207,37.77493,47.60621
-122.41942,-93.26384,37.77493,44.97997
-122.41942,-96.76175400000001,37.77493,32.819859
-122.41942,-122.27275,37.77493,37.871590000000005
-122.41942,-80.19366,37.77493,25.77427
-122.41942,-80.19366,37.77493,25.77427
-122.41942,-122.28525,37.77493,37.83132
-122.41942,-104.9847,37.77493,39.73915
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-122.2708,37.77493,37.80437
-122.41942,-75.08462,37.77493,39.90095
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-115.13722,37.77493,36.17497
-122.41942,-71.10561,37.77493,42.3751
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-81.37924,37.77493,28.53834
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.117998,37.77493,40.004865
-122.41942,-93.04028100000001,37.77493,44.883849
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-122.2708,37.77493,37.80437
-122.41942,-75.152119,37.77493,40.10233
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-122.630909,37.77493,45.536402
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-80.13005,37.77493,25.79065
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-75.03073,37.77493,39.93484
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-84.38798,37.77493,33.749
-122.41942,-71.20459100000001,37.77493,42.505534999999995
-122.41942,-80.23227,37.77493,25.98731
-122.41942,-87.732013,37.77493,41.833584
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-83.01654,37.77493,42.30008
-122.41942,-84.54993,37.77493,33.9526
-122.41942,-122.33207,37.77493,47.60621
-122.41942,-90.19789,37.77493,38.62727
-122.41942,-71.0995,37.77493,42.3876
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-122.2708,37.77493,37.80437
-122.41942,-80.19366,37.77493,25.77427
-122.41942,-122.41942,37.77493,37.77493
-122.41942,-84.43310600000001,37.77493,33.767194
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-93.26384,37.77493,44.97997
-122.41942,-87.732013,37.77493,41.833584
-122.41942,-84.38798,37.77493,33.749
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-84.38798,37.77493,33.749
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-122.33207,37.77493,47.60621
-122.41942,-93.26384,37.77493,44.97997
-122.41942,-96.76175400000001,37.77493,32.819859
-122.41942,-122.27275,37.77493,37.871590000000005
-122.41942,-80.19366,37.77493,25.77427
-122.41942,-80.19366,37.77493,25.77427
-122.41942,-122.28525,37.77493,37.83132
-122.41942,-104.9847,37.77493,39.73915
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-122.2708,37.77493,37.80437
-122.41942,-75.08462,37.77493,39.90095
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-115.13722,37.77493,36.17497
-122.41942,-71.10561,37.77493,42.3751
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-81.37924,37.77493,28.53834
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.117998,37.77493,40.004865
-122.41942,-93.04028100000001,37.77493,44.883849
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-122.2708,37.77493,37.80437
-122.41942,-75.152119,37.77493,40.10233
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-95.36327,37.77493,29.763279999999998
-122.41942,-122.630909,37.77493,45.536402
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-75.16379,37.77493,39.952329999999996
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-87.65005,37.77493,41.85003
-122.41942,-80.13005,37.77493,25.79065
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-71.05977,37.77493,42.35843
-122.41942,-83.04575,37.77493,42.33143
-122.41942,-75.03073,37.77493,39.93484
-122.41942,-71.05977,37.77493,42.35843
